# TIME_LIMIT=1h CONCURRENT_LIMIT=8 bench/time_om1.sh affirm
1, 1, 10
2, 1, 13
1, 2, 14
3, 1, 16
2, 2, 20
1, 3, 18
4, 1, 20
3, 2, 31
2, 3, 30
1, 4, 22
5, 1, 26
4, 2, 43
3, 3, 47
2, 4, 41
1, 5, 27
6, 1, 37
5, 2, 63
4, 3, 76
3, 4, 66
2, 5, 53
1, 6, 34
7, 1, 53
6, 2, 110
5, 3, 127
4, 4, 123
3, 5, 95
2, 6, 69
1, 7, 41
8, 1, 96
7, 2, 257
6, 3, 317
5, 4, 291
4, 5, 201
3, 6, 139
2, 7, 94
1, 8, 52
9, 1, 244
8, 2, 1713
7, 3, 736
6, 4, 771
5, 5, 340
4, 6, 331
3, 7, 223
2, 8, 152
1, 9, 63

